"date","value"
2020-05-03 02:00:00,6.7
2020-05-03 03:00:00,6.8
2020-05-03 04:00:00,6.8
2020-05-03 05:00:00,6.9
2020-05-03 06:00:00,7.5
2020-05-03 07:00:00,8.8
2020-05-03 08:00:00,9.2
2020-05-03 09:00:00,9.7
2020-05-03 10:00:00,10.0
2020-05-03 11:00:00,10.3
2020-05-03 12:00:00,10.6
2020-05-04 00:00:00,9.9
2020-05-04 01:00:00,9.3
2020-05-04 02:00:00,9.3
2020-05-04 03:00:00,9.2
2020-05-04 04:00:00,9.1
2020-05-04 05:00:00,9.0
2020-05-04 06:00:00,9.2
2020-05-04 07:00:00,10.0
2020-05-04 08:00:00,10.7
2020-05-04 09:00:00,11.8
2020-05-04 10:00:00,12.9
2020-05-04 11:00:00,13.3
2020-05-04 12:00:00,14.1
2020-05-05 00:00:00,7.2
2020-05-05 01:00:00,7.2
2020-05-05 02:00:00,7.2
2020-05-05 03:00:00,7.1
2020-05-05 04:00:00,7.1
2020-05-05 05:00:00,7.2
2020-05-05 06:00:00,7.6
2020-05-05 07:00:00,8.7
2020-05-05 08:00:00,9.6
2020-05-05 09:00:00,10.1
2020-05-05 10:00:00,10.7
2020-05-05 11:00:00,11.1
2020-05-05 12:00:00,11.4
2020-05-06 00:00:00,5.5
2020-05-06 01:00:00,4.9
2020-05-06 02:00:00,4.5
2020-05-06 03:00:00,4.2
2020-05-06 04:00:00,4.1
2020-05-06 05:00:00,4.2
2020-05-06 06:00:00,5.4
2020-05-06 07:00:00,8.1
2020-05-06 08:00:00,9.8
2020-05-06 09:00:00,11.6
2020-05-06 10:00:00,13.0
2020-05-06 11:00:00,13.8
2020-05-06 12:00:00,14.3
2020-05-07 00:00:00,7.7
2020-05-07 01:00:00,6.2
2020-05-07 02:00:00,6.1
2020-05-07 03:00:00,6.2
2020-05-07 04:00:00,6.1
2020-05-07 05:00:00,6.5
2020-05-07 06:00:00,8.2
2020-05-07 07:00:00,9.8
2020-05-07 08:00:00,12.2
2020-05-07 09:00:00,14.0
2020-05-07 10:00:00,15.6
2020-05-07 11:00:00,17.0
2020-05-07 12:00:00,17.8
2020-05-08 00:00:00,10.9
2020-05-08 01:00:00,9.8
2020-05-08 02:00:00,9.4
2020-05-08 03:00:00,9.3
2020-05-08 04:00:00,8.6
2020-05-08 05:00:00,9.6
2020-05-08 06:00:00,11.5
2020-05-08 07:00:00,14.1
2020-05-08 08:00:00,15.8
2020-05-08 09:00:00,17.1
2020-05-08 10:00:00,18.1
2020-05-08 11:00:00,18.8
2020-05-08 12:00:00,19.4
2020-05-09 00:00:00,12.1
2020-05-09 01:00:00,9.9
2020-05-09 02:00:00,9.7
2020-05-09 03:00:00,9.7
2020-05-09 04:00:00,9.7
2020-05-09 05:00:00,10.1
2020-05-09 06:00:00,11.8
2020-05-09 07:00:00,14.5
2020-05-09 08:00:00,16.6
2020-05-09 09:00:00,18.1
2020-05-09 10:00:00,19.0
2020-05-09 11:00:00,19.7
2020-05-09 12:00:00,20.3
2020-05-10 00:00:00,12.6
2020-05-10 01:00:00,12.1
2020-05-10 02:00:00,11.8
2020-05-10 03:00:00,11.9
2020-05-10 04:00:00,12.1
2020-05-10 05:00:00,11.9
2020-05-10 06:00:00,12.4
2020-05-10 07:00:00,12.6
2020-05-10 08:00:00,13.6
2020-05-10 09:00:00,14.1
2020-05-10 10:00:00,15.3
2020-05-10 11:00:00,16.2
2020-05-10 12:00:00,16.3
2020-05-11 00:00:00,4.4
2020-05-11 01:00:00,4.7
2020-05-11 02:00:00,4.8
2020-05-11 03:00:00,4.6
2020-05-11 04:00:00,4.7
2020-05-11 05:00:00,4.7
2020-05-11 06:00:00,5.2
2020-05-11 07:00:00,5.8
2020-05-11 08:00:00,6.8
2020-05-11 09:00:00,8.0
2020-05-11 10:00:00,9.0
2020-05-11 11:00:00,9.7
2020-05-11 12:00:00,9.8
2020-05-12 00:00:00,4.4
2020-05-12 01:00:00,2.8
2020-05-12 02:00:00,2.4
2020-05-12 03:00:00,2.1
2020-05-12 04:00:00,1.7
2020-05-12 05:00:00,1.9
2020-05-12 06:00:00,3.4
2020-05-12 07:00:00,4.6
2020-05-12 08:00:00,6.0
2020-05-12 09:00:00,6.9
2020-05-12 10:00:00,7.9
2020-05-12 11:00:00,9.0
2020-05-12 12:00:00,10.0
2020-05-13 00:00:00,8.9
2020-05-13 01:00:00,7.6
2020-05-13 02:00:00,7.6
2020-05-13 03:00:00,7.8
2020-05-13 04:00:00,7.2
2020-05-13 05:00:00,6.7
2020-05-13 06:00:00,6.8
2020-05-13 07:00:00,6.7
2020-05-13 08:00:00,6.8
2020-05-13 09:00:00,6.8
2020-05-13 10:00:00,7.7
2020-05-13 11:00:00,8.5
2020-05-13 12:00:00,9.4
2020-05-14 00:00:00,4.3
2020-05-14 01:00:00,3.1
2020-05-14 02:00:00,2.7
2020-05-14 03:00:00,2.3
2020-05-14 04:00:00,2.1
2020-05-14 05:00:00,2.5
2020-05-14 06:00:00,4.0
2020-05-14 07:00:00,4.9
2020-05-14 08:00:00,6.4
2020-05-14 09:00:00,8.2
2020-05-14 10:00:00,9.3
2020-05-14 11:00:00,10.1
2020-05-14 12:00:00,10.5
2020-05-15 00:00:00,4.1
2020-05-15 01:00:00,2.5
2020-05-15 02:00:00,2.6
2020-05-15 03:00:00,2.6
2020-05-15 04:00:00,2.7
2020-05-15 05:00:00,3.3
2020-05-15 06:00:00,5.3
2020-05-15 07:00:00,7.0
2020-05-15 08:00:00,8.9
2020-05-15 09:00:00,10.6
2020-05-15 10:00:00,11.8
2020-05-15 11:00:00,12.7
2020-05-15 12:00:00,13.3
2020-05-16 00:00:00,8.0
2020-05-16 01:00:00,6.5
2020-05-16 02:00:00,7.4
2020-05-16 03:00:00,7.6
2020-05-16 04:00:00,7.5
2020-05-16 05:00:00,7.6
2020-05-16 06:00:00,8.2
2020-05-16 07:00:00,8.4
2020-05-16 08:00:00,9.5
2020-05-16 09:00:00,10.5
2020-05-16 10:00:00,12.0
2020-05-16 11:00:00,12.4
2020-05-16 12:00:00,12.8
2020-05-17 00:00:00,10.0
2020-05-17 01:00:00,7.6
2020-05-17 02:00:00,7.5
2020-05-17 03:00:00,7.0
2020-05-17 04:00:00,6.5
2020-05-17 05:00:00,7.3
2020-05-17 06:00:00,8.5
2020-05-17 07:00:00,10.4
2020-05-17 08:00:00,12.4
2020-05-17 09:00:00,13.7
2020-05-17 10:00:00,14.4
2020-05-17 11:00:00,14.6
2020-05-17 12:00:00,14.6
2020-05-18 00:00:00,10.6
2020-05-18 01:00:00,10.2
2020-05-18 02:00:00,10.1
2020-05-18 03:00:00,9.7
2020-05-18 04:00:00,8.8
2020-05-18 05:00:00,8.8
2020-05-18 06:00:00,9.3
2020-05-18 07:00:00,10.8
2020-05-18 08:00:00,12.1
2020-05-18 09:00:00,13.7
2020-05-18 10:00:00,15.4
2020-05-18 11:00:00,17.0
2020-05-18 12:00:00,18.0
2020-05-19 00:00:00,13.2
2020-05-19 01:00:00,11.8
2020-05-19 02:00:00,11.2
2020-05-19 03:00:00,11.3
2020-05-19 04:00:00,11.3
2020-05-19 05:00:00,11.3
2020-05-19 06:00:00,11.6
2020-05-19 07:00:00,12.2
2020-05-19 08:00:00,12.8
2020-05-19 09:00:00,14.1
2020-05-19 10:00:00,15.5
2020-05-19 11:00:00,17.0
2020-05-19 12:00:00,18.4
2020-05-20 00:00:00,14.7
2020-05-20 01:00:00,13.5
2020-05-20 02:00:00,13.2
2020-05-20 03:00:00,12.6
2020-05-20 04:00:00,11.6
2020-05-20 05:00:00,12.6
2020-05-20 06:00:00,15.2
2020-05-20 07:00:00,17.9
2020-05-20 08:00:00,19.1
2020-05-20 09:00:00,19.9
2020-05-20 10:00:00,20.7
2020-05-20 11:00:00,21.5
2020-05-20 12:00:00,22.1
2020-05-21 00:00:00,14.9
2020-05-21 01:00:00,12.5
2020-05-21 02:00:00,12.8
2020-05-21 03:00:00,12.8
2020-05-21 04:00:00,12.4
2020-05-21 05:00:00,13.1
2020-05-21 06:00:00,14.6
2020-05-21 07:00:00,16.2
2020-05-21 08:00:00,18.5
2020-05-21 09:00:00,20.2
2020-05-21 10:00:00,20.5
2020-05-21 11:00:00,21.2
2020-05-21 12:00:00,21.9
2020-05-22 00:00:00,16.4
2020-05-22 01:00:00,16.0
2020-05-22 02:00:00,16.5
2020-05-22 03:00:00,16.4
2020-05-22 04:00:00,15.9
2020-05-22 05:00:00,15.1
2020-05-22 06:00:00,14.5
2020-05-22 07:00:00,14.5
2020-05-22 08:00:00,14.8
2020-05-22 09:00:00,15.5
2020-05-22 10:00:00,15.7
2020-05-22 11:00:00,16.2
2020-05-22 12:00:00,17.4
2020-05-23 00:00:00,11.3
2020-05-23 01:00:00,10.9
2020-05-23 02:00:00,10.7
2020-05-23 03:00:00,10.6
2020-05-23 04:00:00,10.6
2020-05-23 05:00:00,10.4
2020-05-23 06:00:00,10.9
2020-05-23 07:00:00,11.6
2020-05-23 08:00:00,12.5
2020-05-23 09:00:00,13.1
2020-05-23 10:00:00,14.0
2020-05-23 11:00:00,15.0
2020-05-23 12:00:00,15.5
2020-05-24 00:00:00,10.2
2020-05-24 01:00:00,9.3
2020-05-24 02:00:00,9.2
2020-05-24 03:00:00,9.8
2020-05-24 04:00:00,10.3
2020-05-24 05:00:00,10.8
2020-05-24 06:00:00,11.4
2020-05-24 07:00:00,12.2
2020-05-24 08:00:00,13.4
2020-05-24 09:00:00,14.4
2020-05-24 10:00:00,15.4
2020-05-24 11:00:00,16.3
2020-05-24 12:00:00,17.1
2020-05-25 00:00:00,12.8
2020-05-25 01:00:00,11.4
2020-05-25 02:00:00,10.6
2020-05-25 03:00:00,9.9
2020-05-25 04:00:00,9.4
2020-05-25 05:00:00,10.3
2020-05-25 06:00:00,11.9
2020-05-25 07:00:00,14.6
2020-05-25 08:00:00,16.5
2020-05-25 09:00:00,17.6
2020-05-25 10:00:00,18.6
2020-05-25 11:00:00,19.4
2020-05-25 12:00:00,20.2
2020-05-26 00:00:00,12.6
2020-05-26 01:00:00,11.1
2020-05-26 02:00:00,11.0
2020-05-26 03:00:00,11.2
2020-05-26 04:00:00,10.7
2020-05-26 05:00:00,11.3
2020-05-26 06:00:00,13.2
2020-05-26 07:00:00,15.8
2020-05-26 08:00:00,17.8
2020-05-26 09:00:00,19.2
2020-05-26 10:00:00,20.1
2020-05-26 11:00:00,20.8
2020-05-26 12:00:00,21.4
2020-05-27 00:00:00,14.6
2020-05-27 01:00:00,13.2
2020-05-27 02:00:00,12.6
2020-05-27 03:00:00,12.1
2020-05-27 04:00:00,12.2
2020-05-27 05:00:00,12.7
2020-05-27 06:00:00,13.6
2020-05-27 07:00:00,16.0
2020-05-27 08:00:00,17.6
2020-05-27 09:00:00,18.6
2020-05-27 10:00:00,19.4
2020-05-27 11:00:00,20.2
2020-05-27 12:00:00,20.7
2020-05-28 00:00:00,12.9
2020-05-28 01:00:00,11.6
2020-05-28 02:00:00,11.2
2020-05-28 03:00:00,10.6
2020-05-28 04:00:00,10.2
2020-05-28 05:00:00,10.3
2020-05-28 06:00:00,11.2
2020-05-28 07:00:00,12.6
2020-05-28 08:00:00,14.0
2020-05-28 09:00:00,15.4
2020-05-28 10:00:00,16.4
2020-05-28 11:00:00,17.3
2020-05-28 12:00:00,17.9
2020-05-29 00:00:00,10.9
2020-05-29 01:00:00,10.1
2020-05-29 02:00:00,10.0
2020-05-29 03:00:00,10.0
2020-05-29 04:00:00,9.9
2020-05-29 05:00:00,10.5
2020-05-29 06:00:00,11.8
2020-05-29 07:00:00,14.0
2020-05-29 08:00:00,15.7
2020-05-29 09:00:00,17.1
2020-05-29 10:00:00,18.0
2020-05-29 11:00:00,18.6
2020-05-29 12:00:00,18.9
2020-05-30 00:00:00,10.3
2020-05-30 01:00:00,9.3
2020-05-30 02:00:00,9.1
2020-05-30 03:00:00,8.9
2020-05-30 04:00:00,9.3
2020-05-30 05:00:00,9.7
2020-05-30 06:00:00,10.6
2020-05-30 07:00:00,12.0
2020-05-30 08:00:00,13.8
2020-05-30 09:00:00,16.0
2020-05-30 10:00:00,18.6
2020-05-30 11:00:00,20.2
2020-05-30 12:00:00,20.7
2020-05-31 00:00:00,13.0
2020-05-31 01:00:00,12.2
2020-05-31 02:00:00,11.7
2020-05-31 03:00:00,11.4
2020-05-31 04:00:00,11.2
2020-05-31 05:00:00,11.7
2020-05-31 06:00:00,13.0
2020-05-31 07:00:00,15.1
2020-05-31 08:00:00,17.2
2020-05-31 09:00:00,19.0
2020-05-31 10:00:00,20.1
2020-05-31 11:00:00,20.9
2020-05-31 12:00:00,21.0
